gene	unique	total
ENSG00000230271.1	581	586
ENSG00000250923.1	136	169
ENSG00000224484.1	494	520
ENSG00000236907.1	354	382
ENSG00000250618.1	126	172
ENSG00000224653.1	205	248
ENSG00000223836.1	296	349
ENSG00000237236.1	131	170
ENSG00000231232.4	232	307
ENSG00000231484.1	15	377
ENSG00000271696.1	77	913
ENSG00000233918.1	243	288
ENSG00000207443.1	64	77
ENSG00000227148.1	389	389
ENSG00000233454.1	206	245
ENSG00000233782.1	926	1162
ENSG00000234312.1	1104	1141
ENSG00000231523.1	502	618
ENSG00000199231.1	30	50
ENSG00000237572.1	212	231
ENSG00000226075.2	319	584
ENSG00000244550.1	48	321
ENSG00000240651.1	93	276
ENSG00000236638.1	206	362
ENSG00000185037.9	288	1559
ENSG00000226587.1	0	487
ENSG00000227298.1	31	460
ENSG00000232165.1	6	863
ENSG00000230000.2	108	2942
ENSG00000227545.1	47	876
ENSG00000227923.1	0	303
ENSG00000229301.1	0	498
ENSG00000236284.1	698	700
ENSG00000230361.1	875	875
ENSG00000230600.1	309	309
ENSG00000232817.1	0	498
ENSG00000223889.1	28	331
ENSG00000227305.1	184	671
ENSG00000234387.1	639	643
ENSG00000268181.3	75	2909
ENSG00000234467.1	53	882
ENSG00000227426.1	0	857
ENSG00000224368.1	100	529
ENSG00000197990.6	123	1430
ENSG00000230132.1	204	362
ENSG00000164740.5	36	276
ENSG00000228645.2	543	833
ENSG00000214660.6	334	1059
ENSG00000223566.1	1033	2684
ENSG00000265214.1	0	50
ENSG00000226401.3	115	540
ENSG00000226411.1	80	193
ENSG00000271466.1	451	2675
ENSG00000227397.1	156	160
ENSG00000236574.1	41	162
ENSG00000225451.1	684	974
ENSG00000236299.7	1741	1929
ENSG00000235720.1	330	1326
ENSG00000226581.1	606	607
ENSG00000226342.1	1178	1458
ENSG00000227910.1	816	846
ENSG00000213645.2	791	798
ENSG00000233173.1	736	853
ENSG00000231264.1	569	575
ENSG00000284534.1	420	743
ENSG00000228660.1	524	663
ENSG00000230639.1	261	261
ENSG00000176232.10	66	169
ENSG00000278577.1	71	73
ENSG00000241149.3	947	1400
ENSG00000228564.1	807	818
ENSG00000214652.5	1208	1563
ENSG00000223558.1	645	689
ENSG00000224458.3	1641	1694
ENSG00000248704.1	925	1173
ENSG00000248315.1	178	255
ENSG00000230052.1	247	312
ENSG00000233385.1	642	725
ENSG00000227035.1	534	643
ENSG00000234234.1	532	628
ENSG00000234700.1	1376	1493
ENSG00000230252.1	810	974
ENSG00000235646.1	715	791
ENSG00000229881.1	418	418
ENSG00000236976.1	505	834
ENSG00000213643.3	409	718
ENSG00000235227.1	825	857
ENSG00000213644.2	1016	1154
ENSG00000223614.5	975	1526
ENSG00000197123.9	1132	1535
ENSG00000234444.9	8879	9394
ENSG00000227986.1	739	798
ENSG00000276650.1	80	181
ENSG00000232727.2	538	733
ENSG00000223845.1	541	911
ENSG00000228014.1	1297	1415
ENSG00000228653.2	787	875
ENSG00000173041.11	5150	5563
ENSG00000223974.1	503	539
ENSG00000235349.1	285	285
ENSG00000213642.3	563	980
ENSG00000224669.1	322	445
ENSG00000276475.1	473	505
ENSG00000196247.11	6626	7154
ENSG00000271550.1	512	533
ENSG00000275667.1	83	83
ENSG00000224172.1	589	781
ENSG00000277206.1	155	156
ENSG00000197008.9	2711	2982
ENSG00000234338.1	1573	1573
ENSG00000182722.5	671	928
ENSG00000213640.3	813	850
ENSG00000198039.11	7393	8582
ENSG00000189316.3	1032	1032
ENSG00000223476.1	314	314
ENSG00000270948.1	739	754
ENSG00000152926.14	9416	10543
ENSG00000213462.4	4140	4543
ENSG00000201165.1	58	77
ENSG00000234585.6	2580	4001
ENSG00000239985.2	0	164
ENSG00000207344.1	48	104
ENSG00000207062.1	0	105
ENSG00000227113.2	114	202
ENSG00000226002.1	382	556
ENSG00000164669.13	2209	3988
ENSG00000237026.1	282	282
ENSG00000229064.1	121	121
ENSG00000282381.1	516	568
ENSG00000277544.1	925	925
ENSG00000231556.1	377	465
ENSG00000232906.1	1192	1213
ENSG00000146757.13	3005	3457
ENSG00000238124.1	134	134
ENSG00000226767.1	4	142
ENSG00000235421.1	0	505
ENSG00000230386.4	252	467
ENSG00000272693.3	1917	1958
ENSG00000273024.6	234	2030
ENSG00000228409.6	716	1754
ENSG00000206634.1	42	104
ENSG00000206785.1	0	105
ENSG00000275833.1	108	208
ENSG00000224316.1	511	701
ENSG00000200670.1	25	74
ENSG00000236529.1	355	355
ENSG00000201560.1	58	77
ENSG00000196715.5	5473	5898
ENSG00000169919.16	4022	4315
ENSG00000224365.1	8	91
ENSG00000229886.1	212	276
ENSG00000205596.4	342	385
ENSG00000126522.16	2815	3364
ENSG00000249319.2	30	892
ENSG00000241258.6	2992	3621
ENSG00000234185.2	374	374
ENSG00000169902.13	2772	2776
ENSG00000252126.2	82	82
ENSG00000179406.7	9600	11624
ENSG00000251451.1	88	271
ENSG00000231234.2	12	459
ENSG00000230189.7	381	951
ENSG00000236928.3	393	491
ENSG00000279785.1	1129	1164
ENSG00000244510.2	95	235
ENSG00000244657.1	76	109
ENSG00000237310.1	520	539
ENSG00000179342.4	900	1039
ENSG00000234500.1	556	682
ENSG00000229180.6	8506	10073
ENSG00000275400.1	0	365
ENSG00000232491.1	768	820
ENSG00000177418.2	444	444
ENSG00000225573.4	148	340
ENSG00000243335.9	7291	7783
ENSG00000284461.1	156	5280
ENSG00000226824.6	911	937
ENSG00000154710.16	817	5614
ENSG00000272831.1	507	527
ENSG00000271064.1	210	210
ENSG00000230583.6	2575	2755
ENSG00000232546.1	239	268
ENSG00000230295.1	289	321
ENSG00000212568.1	43	74
ENSG00000273142.1	3381	3404
ENSG00000179131.7	214	333
ENSG00000274135.1	144	242
ENSG00000106609.16	5100	5134
ENSG00000275878.1	191	261
ENSG00000126524.9	1336	1762
ENSG00000198874.12	2080	3960
ENSG00000233383.1	117	184
ENSG00000266525.1	0	46
ENSG00000230358.3	192	796
ENSG00000067601.7	728	1119
ENSG00000201565.1	0	72
ENSG00000106610.14	2240	2525
ENSG00000228019.1	297	348
ENSG00000273448.1	1027	1307
ENSG00000235475.1	356	459
ENSG00000226392.1	159	159
ENSG00000237466.1	294	298
ENSG00000233423.1	545	545
ENSG00000223948.1	393	393
ENSG00000225209.1	480	480
ENSG00000236531.2	676	728
ENSG00000232975.1	189	231
ENSG00000226829.1	597	611
ENSG00000237754.1	592	601
ENSG00000225959.1	491	510
ENSG00000228429.1	613	757
ENSG00000222428.1	99	108
ENSG00000233689.1	388	389
ENSG00000200189.1	60	77
ENSG00000236839.1	409	409
ENSG00000225718.1	1500	1500
ENSG00000230654.1	611	651
ENSG00000229031.1	1607	1769
ENSG00000252423.1	72	72
ENSG00000200857.1	83	83
ENSG00000234215.2	661	661
ENSG00000158321.15	10542	10542
ENSG00000236978.1	227	246
ENSG00000185274.11	4758	4837
ENSG00000265878.2	69	69
ENSG00000283278.1	65	65
ENSG00000199940.1	249	266
ENSG00000183166.10	9917	10040
ENSG00000201014.1	89	89
ENSG00000235581.1	179	180
ENSG00000228769.1	265	266
ENSG00000277149.4	1401	3281
ENSG00000264494.1	0	46
ENSG00000270694.1	120	175
ENSG00000270555.1	320	364
ENSG00000266569.2	194	248
ENSG00000225648.5	867	1293
ENSG00000274656.1	174	261
ENSG00000179994.10	260	1214
ENSG00000196313.11	5196	9805
ENSG00000272843.1	640	678
ENSG00000106133.17	658	2659
ENSG00000155428.12	65	1469
ENSG00000174353.17	908	3751
ENSG00000205584.6	31	438
ENSG00000276178.1	0	72
ENSG00000229018.5	219	1303
ENSG00000201282.1	0	72
ENSG00000273520.4	0	2251
ENSG00000273897.1	8	685
ENSG00000273927.1	0	72
ENSG00000275976.4	0	2949
ENSG00000277125.1	0	669
ENSG00000274984.1	0	72
ENSG00000262461.5	0	2917
ENSG00000174384.9	0	680
ENSG00000199913.1	0	72
ENSG00000274570.4	101	2209
ENSG00000233369.7	112	3579
ENSG00000233523.1	62	738
ENSG00000182487.12	469	2120
ENSG00000214544.7	548	3497
ENSG00000205578.5	353	2457
ENSG00000130305.16	2179	3544
ENSG00000146755.10	1983	2455
ENSG00000225005.1	868	1077
ENSG00000077800.11	2272	2610
ENSG00000206709.1	66	77
ENSG00000202035.1	34	72
ENSG00000188763.4	2297	2308
ENSG00000009954.10	7040	7048
ENSG00000252713.1	37	37
ENSG00000106635.7	3623	3698
ENSG00000106638.15	5268	5433
ENSG00000009950.15	4874	5061
ENSG00000274080.1	1958	2210
ENSG00000176428.5	1624	1624
ENSG00000176410.7	2375	2455
ENSG00000071462.11	8069	8298
ENSG00000106089.11	3789	3789
ENSG00000265724.1	51	51
ENSG00000241709.3	232	270
ENSG00000225969.2	632	632
ENSG00000106077.18	2384	2533
ENSG00000165215.6	1203	1244
ENSG00000189143.9	4589	4718
ENSG00000165171.10	1489	1489
ENSG00000175877.3	976	976
ENSG00000261467.2	2576	2746
ENSG00000049540.16	6949	7062
ENSG00000232415.1	480	502
ENSG00000106683.14	6459	6910
ENSG00000106682.14	2764	3245
ENSG00000207741.1	67	67
ENSG00000086730.16	4374	4683
ENSG00000049541.10	2234	2426
ENSG00000106665.15	7306	7394
ENSG00000006704.10	6091	6601
ENSG00000238391.1	83	83
ENSG00000273069.1	357	357
ENSG00000279005.1	345	345
ENSG00000263001.5	3337	10613
ENSG00000232729.7	2714	2811
ENSG00000262648.1	0	635
ENSG00000158517.13	1895	3679
ENSG00000196275.13	2369	7531
ENSG00000277072.4	571	2833
ENSG00000123965.13	39	486
ENSG00000239069.1	0	72
ENSG00000184616.8	63	741
ENSG00000274070.1	888	1329
ENSG00000274523.4	4156	4161
ENSG00000277127.1	143	282
ENSG00000174428.16	861	5723
ENSG00000165178.9	195	1397
ENSG00000277053.4	159	7501
ENSG00000276592.1	15	756
ENSG00000277675.1	734	745
ENSG00000263081.1	247	250
ENSG00000275121.1	0	83
ENSG00000274959.1	56	768
ENSG00000276840.1	4	582
ENSG00000267828.1	0	72
ENSG00000278807.1	0	792
ENSG00000273598.1	0	591
ENSG00000202021.1	0	72
ENSG00000278080.1	268	879
ENSG00000278416.1	158	1098
ENSG00000199870.1	0	72
ENSG00000205583.13	594	2083
ENSG00000275930.1	0	72
ENSG00000146722.11	585	1092
ENSG00000178809.11	2938	5572
ENSG00000223705.9	3244	5178
ENSG00000272391.5	3799	8759
ENSG00000242073.2	29	493
ENSG00000170092.14	806	3242
ENSG00000127957.17	861	1825
ENSG00000200874.1	31	72
ENSG00000127946.16	8650	8949
ENSG00000279996.1	1746	1852
ENSG00000006606.8	673	673
ENSG00000106178.6	586	586
ENSG00000219039.2	411	449
ENSG00000005486.16	2459	2460
ENSG00000127948.15	6325	6419
ENSG00000284334.1	0	43
ENSG00000235090.1	603	659
ENSG00000201643.1	105	105
ENSG00000189077.10	2215	2217
ENSG00000127952.16	2134	2162
ENSG00000280388.1	1818	1957
ENSG00000146701.11	3689	3689
ENSG00000230882.1	3309	3333
ENSG00000251798.1	74	74
ENSG00000227038.3	2139	2544
ENSG00000224273.2	355	660
ENSG00000213549.3	247	345
ENSG00000228829.1	302	368
ENSG00000177679.15	6870	6870
ENSG00000106211.8	1477	1659
ENSG00000170027.6	3711	3720
ENSG00000213548.3	279	316
ENSG00000146700.8	2816	2816
ENSG00000188372.14	1972	2731
ENSG00000091073.19	3523	5299
ENSG00000233980.1	31	867
ENSG00000250614.1	72	423
ENSG00000243566.6	2342	2685
ENSG00000250778.1	31	173
ENSG00000238560.1	0	72
ENSG00000230305.2	104	335
ENSG00000185040.13	1258	3634
ENSG00000205485.13	2759	3137
ENSG00000146707.14	518	1939
ENSG00000214243.3	229	467
ENSG00000231183.3	164	941
ENSG00000265479.6	2116	4741
ENSG00000283398.1	20	540
ENSG00000231087.2	139	1024
ENSG00000236280.1	49	143
ENSG00000225703.1	72	423
ENSG00000186704.9	60	1603
ENSG00000242435.1	89	479
ENSG00000241350.1	30	544
ENSG00000201885.1	0	72
ENSG00000186645.7	151	753
ENSG00000233448.2	29	485
ENSG00000201959.1	0	72
ENSG00000259628.1	419	587
ENSG00000205482.9	105	1020
ENSG00000225726.1	457	457
ENSG00000214439.3	204	686
ENSG00000213542.3	179	764
ENSG00000135205.14	4330	4473
ENSG00000127951.6	4494	4574
ENSG00000250990.1	540	540
ENSG00000186088.15	9153	9153
ENSG00000273341.1	667	703
ENSG00000237620.1	644	652
ENSG00000127947.15	5636	5713
ENSG00000214293.8	3124	3148
ENSG00000187257.15	6934	7195
ENSG00000135211.5	993	993
ENSG00000006576.16	8720	8768
ENSG00000222432.1	83	83
ENSG00000232756.1	2178	2295
ENSG00000187391.19	31513	31833
ENSG00000281008.1	743	743
ENSG00000280958.1	691	691
ENSG00000231322.5	2168	2168
ENSG00000226230.1	456	469
ENSG00000251276.1	442	442
ENSG00000226978.1	446	446
ENSG00000212545.1	60	76
ENSG00000229110.1	948	982
ENSG00000281120.1	287	287
ENSG00000212482.1	74	77
ENSG00000222024.2	950	953
ENSG00000234456.7	11710	11944
ENSG00000226285.1	913	913
ENSG00000200786.1	89	89
ENSG00000206818.1	69	75
ENSG00000230853.1	582	586
ENSG00000127955.15	4513	4530
ENSG00000244392.3	262	270
ENSG00000234223.2	548	548
ENSG00000232667.10	4160	4171
ENSG00000240347.3	256	262
ENSG00000135218.17	10297	10420
ENSG00000223550.1	245	252
ENSG00000214415.3	1129	1129
ENSG00000229436.1	225	225
ENSG00000075223.13	6217	6288
ENSG00000279326.1	2142	2179
ENSG00000237896.6	910	910
ENSG00000226671.1	582	582
ENSG00000223514.1	48	48
ENSG00000224134.1	451	451
ENSG00000232968.1	548	548
ENSG00000233491.7	7738	7738
ENSG00000230196.1	401	413
ENSG00000019991.15	8920	8920
ENSG00000153956.15	9114	9114
ENSG00000223770.5	2574	2651
ENSG00000213530.3	730	814
ENSG00000228711.1	347	347
ENSG00000186472.19	23005	23005
ENSG00000202281.1	84	84
ENSG00000235503.2	301	301
ENSG00000170381.12	6475	6738
ENSG00000230617.1	93	93
ENSG00000230244.1	1168	1177
ENSG00000075213.10	9394	9398
ENSG00000227982.1	669	679
ENSG00000235139.2	4244	4244
ENSG00000235243.1	319	347
ENSG00000232605.2	336	373
ENSG00000280325.1	167	892
ENSG00000232019.1	14	752
ENSG00000229251.3	341	921
ENSG00000153993.13	7992	8062
ENSG00000224059.1	1740	1835
ENSG00000230614.3	189	228
ENSG00000225128.1	781	781
ENSG00000227785.1	302	302
ENSG00000236610.1	919	919
ENSG00000198822.10	4518	4526
ENSG00000231255.1	239	239
ENSG00000233073.1	921	921
ENSG00000164659.14	8279	8282
ENSG00000261462.1	1687	1714
ENSG00000224046.1	856	856
ENSG00000135164.18	10056	10098
ENSG00000278236.1	127	142
ENSG00000135185.11	3257	3257
ENSG00000200397.1	72	72
ENSG00000182165.17	1100	1100
ENSG00000273623.1	122	122
ENSG00000276185.1	152	152
ENSG00000005469.11	4964	4967
ENSG00000005471.15	7309	7518
ENSG00000085563.14	5649	5854
ENSG00000231956.1	652	920
ENSG00000105784.15	4700	4717
ENSG00000075303.12	5201	5219
ENSG00000006634.7	3558	4667
ENSG00000008277.14	12284	12284
ENSG00000075142.13	4143	4287
ENSG00000254003.1	546	546
ENSG00000228113.7	4796	5030
ENSG00000127954.12	10819	11256
ENSG00000225701.1	154	200
ENSG00000207094.1	93	110
ENSG00000270812.1	853	853
ENSG00000235639.1	1104	1129
ENSG00000228928.1	1334	1459
ENSG00000231763.1	399	399
ENSG00000237709.1	1262	1373
ENSG00000233420.1	762	762
ENSG00000227979.1	195	195
ENSG00000182348.6	4654	4654
ENSG00000164645.2	993	993
ENSG00000227863.2	641	641
ENSG00000239075.1	77	77
ENSG00000227646.7	1176	1176
ENSG00000238358.2	504	548
ENSG00000235436.10	1065	1988
ENSG00000164647.8	1078	1622
ENSG00000157214.13	8508	8817
ENSG00000105792.19	9202	9519
ENSG00000207488.1	68	68
ENSG00000234459.1	259	259
ENSG00000225498.1	703	703
ENSG00000283267.1	3847	3847
ENSG00000105793.15	9827	10598
ENSG00000280440.1	316	316
ENSG00000157224.15	5935	6972
ENSG00000273299.1	30	341
ENSG00000058091.16	6859	7030
ENSG00000251154.1	132	350
ENSG00000223969.5	600	600
ENSG00000223584.1	609	609
ENSG00000226254.1	390	390
ENSG00000157240.3	6825	6933
ENSG00000243144.6	1189	1189
ENSG00000225843.1	946	946
ENSG00000235450.1	172	172
ENSG00000223665.1	506	506
ENSG00000127989.13	4941	4988
ENSG00000127914.16	18073	18459
ENSG00000001630.15	848	4066
ENSG00000240720.7	4026	7349
ENSG00000188693.7	2874	2927
ENSG00000001631.15	6200	6678
ENSG00000243107.1	1142	1559
ENSG00000200769.1	56	62
ENSG00000221520.1	45	54
ENSG00000001629.9	7171	7180
ENSG00000230927.3	2070	2095
ENSG00000270453.1	376	383
ENSG00000157259.6	4323	4747
ENSG00000244055.1	669	669
ENSG00000242950.6	6054	6143
ENSG00000127980.15	7899	8068
ENSG00000127993.15	4128	4372
ENSG00000278819.1	543	543
ENSG00000234545.7	3748	4589
ENSG00000105810.9	12198	12225
ENSG00000206763.1	16	77
ENSG00000237819.5	722	722
ENSG00000266794.2	238	268
ENSG00000205413.7	6852	6854
ENSG00000177409.11	7243	7255
ENSG00000188175.9	2508	2508
ENSG00000004766.15	9532	9666
ENSG00000004948.13	4124	4124
ENSG00000208014.1	66	66
ENSG00000207656.1	54	54
ENSG00000127928.12	2250	2391
ENSG00000237729.2	75	222
ENSG00000265423.1	48	48
ENSG00000225898.1	646	646
ENSG00000213483.4	457	490
ENSG00000105825.11	2663	2663
ENSG00000234695.1	489	497
ENSG00000278388.1	76	92
ENSG00000127920.5	3025	3025
ENSG00000278959.1	2446	2446
ENSG00000105829.11	5166	5268
ENSG00000236861.6	574	605
ENSG00000236453.5	1033	1033
ENSG00000236938.1	416	416
ENSG00000164692.17	11246	11321
ENSG00000222870.1	75	76
ENSG00000127995.16	5293	5293
ENSG00000127990.15	2720	2743
ENSG00000242265.5	6787	6787
ENSG00000232385.2	391	763
ENSG00000239030.1	73	73
ENSG00000214342.2	692	730
ENSG00000230682.1	597	610
ENSG00000222220.1	264	269
ENSG00000219807.2	514	514
ENSG00000158528.11	11266	11283
ENSG00000271159.1	205	205
ENSG00000231153.1	118	118
ENSG00000236197.3	3991	4023
ENSG00000201607.1	111	111
ENSG00000005421.8	2797	2829
ENSG00000237160.2	153	163
ENSG00000228751.1	998	1036
ENSG00000105852.10	4159	4189
ENSG00000105854.12	4019	4060
ENSG00000273138.1	325	325
ENSG00000233942.1	504	504
ENSG00000005981.12	4551	4569
ENSG00000279525.1	2202	2368
ENSG00000004799.7	4513	4513
ENSG00000231170.5	1003	1010
ENSG00000158560.14	4617	4645
ENSG00000279067.1	1319	1319
ENSG00000004864.13	3772	3786
ENSG00000208025.1	65	65
ENSG00000237551.1	379	418
ENSG00000275834.1	7	35
ENSG00000207045.1	67	77
ENSG00000207115.1	57	77
ENSG00000252872.1	34	34
ENSG00000127922.9	11598	11871
ENSG00000227284.2	1407	1407
ENSG00000244318.3	264	267
ENSG00000231764.8	16365	16775
ENSG00000274409.1	150	150
ENSG00000277124.1	177	177
ENSG00000006377.10	3408	3443
ENSG00000274709.1	1	112
ENSG00000105880.4	1889	1889
ENSG00000196636.7	2325	2325
ENSG00000224551.1	517	517
ENSG00000224475.1	704	746
ENSG00000226046.1	349	349
ENSG00000199475.1	297	298
ENSG00000006128.11	1914	1914
ENSG00000284707.1	1773	4376
ENSG00000070669.16	2667	4636
ENSG00000226744.1	91	93
ENSG00000231812.1	31	177
ENSG00000237818.1	195	739
ENSG00000231859.1	364	364
ENSG00000232032.1	0	139
ENSG00000284627.1	0	189
ENSG00000232097.1	109	326
ENSG00000238228.1	323	982
ENSG00000266318.1	10	39
ENSG00000266668.1	47	47
ENSG00000183444.10	431	955
ENSG00000243554.1	163	417
ENSG00000135175.5	330	803
ENSG00000277946.1	127	268
ENSG00000164715.5	9050	9106
ENSG00000180535.3	766	766
ENSG00000205356.9	9049	9231
ENSG00000164713.9	4582	5126
ENSG00000006453.13	4726	4792
ENSG00000272950.1	548	548
ENSG00000214389.2	88	754
ENSG00000213455.3	301	469
ENSG00000223402.1	290	318
ENSG00000106236.3	3012	3014
ENSG00000207204.1	26	77
ENSG00000166448.14	4390	4720
ENSG00000196367.12	13302	13351
ENSG00000266019.1	50	50
ENSG00000238109.1	1318	1363
ENSG00000242687.2	3950	4163
ENSG00000198742.9	6297	6297
ENSG00000185467.7	1606	1695
ENSG00000002079.14	6252	6301
ENSG00000284523.1	4047	4428
ENSG00000284292.1	358	2764
ENSG00000241685.9	840	2049
ENSG00000130429.12	2800	4289
ENSG00000106244.12	2446	2880
ENSG00000106245.10	2271	2446
ENSG00000106246.17	3237	5855
ENSG00000248919.7	414	2883
ENSG00000160917.14	4402	4433
ENSG00000228335.1	380	577
ENSG00000241468.7	2128	2383
ENSG00000198556.13	6375	6668
ENSG00000160908.14	3354	3524
ENSG00000196652.11	5904	6078
ENSG00000221909.2	2644	2686
ENSG00000197343.10	8097	8773
ENSG00000272647.3	28	800
ENSG00000244219.6	889	1434
ENSG00000197037.10	7088	7278
ENSG00000224448.1	475	496
ENSG00000106258.13	6344	6969
ENSG00000282301.1	242	1861
ENSG00000282277.1	62	226
ENSG00000160870.12	2006	3499
ENSG00000160868.14	2551	3171
ENSG00000273407.1	320	320
ENSG00000261511.1	38	39
ENSG00000021461.16	2946	3196
ENSG00000260445.1	12	24
ENSG00000260524.1	61	61
ENSG00000244623.1	975	1041
ENSG00000146833.15	4768	4890
ENSG00000176402.5	960	1086
ENSG00000237640.1	650	650
ENSG00000199711.1	69	72
ENSG00000222966.1	95	96
ENSG00000160862.12	2445	2750
ENSG00000214313.8	1355	1704
ENSG00000235713.1	498	624
ENSG00000106261.16	9498	10316
ENSG00000166529.14	2152	2219
ENSG00000166526.16	5328	5556
ENSG00000168090.9	2892	3011
ENSG00000166508.17	4521	4521
ENSG00000207547.1	54	54
ENSG00000207757.1	50	50
ENSG00000208036.1	52	52
ENSG00000221838.9	4915	5003
ENSG00000106290.14	4311	4370
ENSG00000242798.1	448	542
ENSG00000166997.7	2320	2468
ENSG00000214309.4	1570	1571
ENSG00000235077.1	284	312
ENSG00000214142.2	561	705
ENSG00000188186.10	2008	2042
ENSG00000146826.16	3471	3478
ENSG00000284518.1	28	35
ENSG00000197093.10	3319	3426
ENSG00000213420.7	3835	3866
ENSG00000066923.17	6434	8849
ENSG00000239521.7	4564	4970
ENSG00000213413.2	441	1950
ENSG00000214300.7	1604	3329
ENSG00000078319.9	555	1198
ENSG00000201913.1	5	71
ENSG00000242294.6	1589	2850
ENSG00000272752.6	289	3981
ENSG00000121716.20	2990	6123
ENSG00000235333.3	0	948
ENSG00000284012.1	0	41
ENSG00000085514.15	1789	2054
ENSG00000078487.17	3452	3452
ENSG00000146834.13	3414	3414
ENSG00000241357.1	303	303
ENSG00000160813.6	1238	1238
ENSG00000240211.1	273	273
ENSG00000185955.4	798	1160
ENSG00000166925.8	3351	3714
ENSG00000166924.8	3584	3584
ENSG00000225807.1	406	540
ENSG00000242101.3	262	268
ENSG00000106351.12	5502	5534
ENSG00000184414.2	816	968
ENSG00000205307.11	243	1418
ENSG00000274272.1	995	4371
ENSG00000077454.15	4720	7138
ENSG00000106336.12	3419	3501
ENSG00000224729.5	2704	2704
ENSG00000106333.12	3626	3631
ENSG00000106330.11	1780	1780
ENSG00000106327.12	5027	5190
ENSG00000077080.9	2440	2440
ENSG00000172354.9	2963	3028
ENSG00000146830.9	6756	6760
ENSG00000172336.4	958	958
ENSG00000130427.2	1300	1300
ENSG00000146839.18	8670	8670
ENSG00000196411.9	6382	6479
ENSG00000263672.2	142	208
ENSG00000146828.17	8863	9299
ENSG00000236305.1	339	339
ENSG00000087077.13	2857	2899
ENSG00000283821.1	0	42
ENSG00000087087.19	5065	5065
ENSG00000176125.4	966	966
ENSG00000087085.13	3942	3942
ENSG00000239825.3	248	252
ENSG00000235926.1	141	141
ENSG00000169894.17	10938	10938
ENSG00000274993.1	2537	2551
ENSG00000205277.9	9360	9360
ENSG00000227053.1	395	406
ENSG00000169876.13	12201	12450
ENSG00000222636.1	0	239
ENSG00000169871.12	10099	11170
ENSG00000106366.8	3129	3160
ENSG00000106367.13	1508	1508
ENSG00000264425.1	53	53
ENSG00000128564.6	2727	2727
ENSG00000167011.8	3848	3867
ENSG00000106384.10	2036	2245
ENSG00000205267.5	714	714
ENSG00000213394.3	615	852
ENSG00000106397.11	5731	5883
ENSG00000106400.11	5232	5563
ENSG00000106404.13	2910	3007
ENSG00000214253.8	1828	1866
ENSG00000207454.1	44	74
ENSG00000278683.1	293	364
ENSG00000214252.4	215	315
ENSG00000232301.1	677	726
ENSG00000232445.1	626	675
ENSG00000128581.15	3703	4287
ENSG00000160963.13	3154	3154
ENSG00000233683.1	175	183
ENSG00000233123.1	2639	2640
ENSG00000106436.4	913	979
ENSG00000257923.9	17904	17937
ENSG00000259294.1	592	592
ENSG00000272219.1	1650	1749
ENSG00000261535.1	745	771
ENSG00000280404.1	142	183
ENSG00000280004.1	100	189
ENSG00000279724.1	184	198
ENSG00000252824.1	59	59
ENSG00000278586.1	244	244
ENSG00000160999.10	2377	2382
ENSG00000264675.1	55	55
ENSG00000170409.7	137	301
ENSG00000200552.1	0	72
ENSG00000228546.2	71	344
ENSG00000260097.2	75	1632
ENSG00000128563.13	3015	3775
ENSG00000239969.5	156	765
ENSG00000239486.1	141	308
ENSG00000221510.1	84	84
ENSG00000239480.1	500	511
ENSG00000160991.15	9823	11149
ENSG00000160993.3	2162	2310
ENSG00000161036.12	5890	6230
ENSG00000284176.1	0	55
ENSG00000284596.1	0	33
ENSG00000005075.15	787	1346
ENSG00000170667.14	464	4965
ENSG00000272949.1	0	3539
ENSG00000168255.19	5048	9156
ENSG00000270249.1	28	881
ENSG00000205238.9	0	1990
ENSG00000105808.17	2300	8297
ENSG00000279168.2	327	1211
ENSG00000205236.6	0	3539
ENSG00000267368.1	24	1312
ENSG00000267645.5	0	1568
ENSG00000173678.14	0	1990
ENSG00000228049.7	62	2064
ENSG00000233297.4	155	1169
ENSG00000222011.8	2089	2801
ENSG00000213385.3	190	764
ENSG00000161040.16	4216	4217
ENSG00000252643.1	74	74
ENSG00000238324.1	229	276
ENSG00000128606.12	2697	2697
ENSG00000230257.2	1615	1629
ENSG00000236226.1	303	303
ENSG00000170632.13	3688	4769
ENSG00000233025.1	917	917
ENSG00000161048.11	7670	7701
ENSG00000224415.1	394	561
ENSG00000236848.2	168	235
ENSG00000279482.1	684	684
ENSG00000170629.14	4299	5786
ENSG00000237632.3	130	282
ENSG00000105819.13	4939	5026
ENSG00000105821.14	6508	6804
ENSG00000161057.11	3389	3544
ENSG00000235354.1	67	141
ENSG00000170615.14	3626	3626
ENSG00000251852.1	71	71
ENSG00000252047.1	50	69
ENSG00000234715.1	2672	2695
ENSG00000189056.13	12687	12693
ENSG00000222386.1	268	302
ENSG00000164815.10	3726	3746
ENSG00000187416.11	1874	1900
ENSG00000197258.5	461	1798
ENSG00000226869.6	3009	3057
ENSG00000237606.2	410	431
ENSG00000225329.3	2314	2374
ENSG00000243352.3	224	236
ENSG00000237513.1	918	1029
ENSG00000228393.3	1027	1100
ENSG00000239569.3	705	706
ENSG00000005483.20	9466	9500
ENSG00000272918.1	2441	2616
ENSG00000135250.16	6321	6500
ENSG00000270764.1	335	335
ENSG00000271482.1	217	230
ENSG00000213361.2	273	289
ENSG00000244490.1	232	535
ENSG00000242154.1	516	516
ENSG00000201179.1	54	77
ENSG00000091127.13	4433	4505
ENSG00000223886.3	370	433
ENSG00000135249.7	3676	3733
